Precio (€),Marca,Modelo,Motor,Potencia (cv),Km,Ciudad,Año,Image
25.200,Fiat,500 e 87Kw Icon,Eléctrico,118,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/24/9/medium/dc3047a09a8c36b5dc6ef57636222db7.jpg
63.990,Ford,Mustang First Edition AWD,Eléctrico,351,5.000,Valladolid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/4/medium/031087821516758852_01.jpg
19.900,Ford,Focus Sportbreak 1.0,Gasolina,125,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/a/medium/031087830516840776_01.jpg
20.995,Ford,EcoSport 1.0 EcoBoost Active,Gasolina,125,5,"Coruña, A",2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/a/medium/030993222512720-1.jpg
34.450,Ford,Kuga 2.5 Duratec PHEV,Híbrido,225,10,"Coruña, A",2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/8/medium/030993222310982-11.jpg
33.990,Ford,Kuga 2.5 Duratec PHEV,Híbrido,225,9.260,"Coruña, A",2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/5/medium/030993223111647-1.jpg
32.990,Ford,Kuga 2.5 Duratec PHEV,Híbrido,225,750,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/26/c/medium/03025549677c0d58fe-d130-495b-99a5-ce9cbd7ce83b_original.jpg
21.900,Ford,Focus 1.0 Ecoboost MHEV,Gasolina,125,1,Cantabria,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311563201477515-p1.jpg
19.800,Ford,Focus 1.0 Ecoboost MHEV,Gasolina,125,1,Cantabria,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/0311563197477512-i1.jpg
29.900,Ford,Kuga 2.5 Duratec FHEV,Híbrido,191,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/09/2/medium/029507246314284576_01.jpg
15.700,Ford,Fiesta 1.0 EcoBoost MHEV,Gasolina,125,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/6/medium/031087824116840761_01.jpg
20.900,Ford,Focus 1.0 Ecoboost MHEV,Gasolina,125,1,Cantabria,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/0/medium/0311563195477385-f1.jpg
21.100,Ford,Focus 1.0 Ecoboost MHEV,Gasolina,125,1,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/0311562733477380-P1.jpg
17.400,Ford,EcoSport 1.0 EcoBoost ST Line,Gasolina,125,4.000,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/09/16/d/medium/4c42ab7a12ce31900a6fbd88c60be0d9.jpg
19.900,Ford,Focus 1.5Ecoblue Trend+,Diesel,120,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/20/6/medium/fbebf0fe63f5fadb9279132177b8ac00.jpg
21.400,Ford,Puma 1.0 EcoBoost MHEV,Gasolina,125,1,Cantabria,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/8/medium/0311563203498778-433189_6.jpg
21.500,Ford,Focus 1.0 Ecoboost MHEV,Gasolina,125,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/04/d/medium/06f7e8c99448ae472d4cec07cc134475.jpg
21.400,Ford,Focus 1.0 Ecoboost MHEV,Gasolina,125,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/8/medium/608c47b73d24c827d1812c4b4493e91a.jpg
18.900,Ford,EcoSport 1.0 EcoBoost Active,Gasolina,125,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/30/a/medium/153c17c22d48d0b004e6124e0caf809c.jpg
18.500,Ford,Focus 1.0 Ecoboost MHEV,Gasolina,125,5.031,"Coruña, A",2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/d/medium/030993223311711-1.jpg
20.600,Ford,Focus 1.0 Ecoboost MHEV,Gasolina,125,1,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/0311563067470883-1.JPG
28.000,Honda,e Advance Llantas 17,Eléctrico,153,9.800,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/02/03/6/medium/0253912956b572c45a-a454-4fd6-a3e4-0f66a23eccd7_01.jpg
20.400,Honda,Jazz 1.5 i-MMD Elegance,Híbrido,109,5.100,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/02/02/4/medium/0253718018c54d126f-26be-4f10-83fe-1a1bba8a2fd6_01.jpg
27.350,Honda,e Advance Llantas 17,Eléctrico,153,1,"Palmas, Las",2022,https://imgs.coches.com/coches/fotos/usados/2022/01/14/b/medium/6e77404c864396c5bb46ad25e9e442cb.jpg
28.900,Honda,e Advance Llantas 17,Eléctrico,153,5.500,Sevilla,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/02/8/medium/0303495037017d7701-f8ec-cbf7-20a0-067c146e7da5.jpg
35.900,Honda,CR-V 2.0 i-MMD Elegance,Híbrido,184,15,Girona,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/13/5/medium/2f62704b1349c94be7c8763c10904430.jpg
24.900,Honda,Civic 1.0 VTEC Turbo,Gasolina,126,130,Girona,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/13/e/medium/b7689b20627a649d0c63b21c826e1780.jpg
24.900,Honda,e Advance Llantas 17,Eléctrico,153,10,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/09/27/1/medium/0293239577m_img_155_759_17307_1631721453.jpg
22.200,Honda,e 136,Eléctrico,136,0,Barcelona,2022,https://imgs.coches.com/coches/fotos/usados/2021/11/17/f/medium/0301316385HondaeBlanco5523LLZ1caratulamoves.jpg
22.200,Honda,e 136,Eléctrico,136,0,Barcelona,2022,https://imgs.coches.com/coches/fotos/usados/2021/11/17/5/medium/0301240397HondaeBlanco5523LLZ1caratulamoves.jpg
25.200,Honda,e Advance Llantas 17,Eléctrico,153,0,Barcelona,2022,https://imgs.coches.com/coches/fotos/usados/2021/11/17/8/medium/0301316389HondaeAdvanceblanco1CONPIE.jpg
25.200,Honda,e Advance Llantas 17,Eléctrico,153,0,Barcelona,2022,https://imgs.coches.com/coches/fotos/usados/2021/11/17/7/medium/0301240405HondaeAdvanceblanco1CONPIE.jpg
31.000,Honda,HR-V 1.5 i-MMD Advance,Híbrido,131,0,Valencia,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/29/0/medium/0298248627nh11.jpg
31.000,Honda,HR-V 1.5 i-MMD Advance,Híbrido,131,0,Valencia,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/20/1/medium/0296804549nh11.jpg
26.990,Honda,e Advance Llantas 17,Eléctrico,153,5.790,Murcia,2020,https://imgs.coches.com/coches/fotos/usados/2021/02/01/6/medium/28c8f6c24e95385ba9eefa37ef9b38ba.jpg
35.100,Honda,CR-V 2.0 i-MMD Elegance,Híbrido,184,8.200,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/f/medium/0311543159720370-695316_283629_banner_281696x128029_.JPG
28.083,Honda,e Advance Llantas 16,Eléctrico,153,1,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/f/medium/ffb3b7b9d8862119190c2f5038adf99e.jpg
34.790,Honda,CR-V 2.0 i-MMD Sport Line,Híbrido,184,7.216,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/6/medium/031231868621af53f935a9013fc263b7feb4cf7928-6134098-2aa5a356158c44156ad0ff86776ac2082352b14c-wc-265.jpg
25.590,Honda,Civic 1.0 VTEC Turbo,Gasolina,126,7.000,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/9/medium/0311543357720372-720372_1_281696x128029_.JPG
25.590,Honda,Civic 1.0 VTEC Turbo,Gasolina,126,7.002,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/6/medium/0311543245720371-730985_1_281696x128029_.JPG
21.990,Honda,Jazz 1.5 i-MMD Elegance,Híbrido,109,6.000,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/3/medium/0311548687716194-716194_1_281696x128029_.JPG
22.800,Hyundai,Tucson 1.6 TGDI Klass 4x2,Gasolina,150,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/8/medium/031087942516840740_01.jpg
33.800,Hyundai,Tucson 1.6 CRDI 48V Tecno,Diesel,136,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/b/medium/031087951316840752_01.jpg
35.900,Hyundai,i30 2.0 TGDI N,Gasolina,280,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/0/medium/031087933716797169_01.jpg
17.200,Hyundai,Kona 1.0 TGDI Klass 4x2,Gasolina,120,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/27/1/medium/031237966416840734_01.jpg
16.990,Hyundai,Kona 1.0 TGDI Klass 4x2,Gasolina,120,6.965,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/5/medium/0311563831162201-002.jpg
27.100,Hyundai,Tucson 1.6 TGDI 48V Maxx,Gasolina,150,2.417,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/06/2/medium/02996745278d6898a1-5556-4054-ab4c-23744cf9fb57_original.jpg
23.300,Hyundai,Ioniq PHEV 1.6 GDI Klass,Híbrido,141,4.000,Cantabria,2020,https://imgs.coches.com/coches/fotos/usados/2021/08/10/8/medium/b786f4d04ddfe98a154abbb59c1948bf.jpg
29.900,Hyundai,Tucson 1.6 TGDI Maxx 4x2,Gasolina,150,14,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/09/8/medium/a065e6871389d58d802e09db6db44c07.jpg
20.900,Hyundai,Kona HEV 1.6 GDI DT,Híbrido,141,6.230,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/d/medium/b0e787be37db20e315d5f5352474a5da.jpg
25.500,Hyundai,Tucson 1.6 CRDI 48V Tecno,Diesel,136,6.300,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/25/5/medium/0312144942310a17f3-0162-4456-8798-dfd7aff24f8a_original.jpg
25.800,Hyundai,Tucson 1.6 TGDI HEV Maxx,Híbrido,230,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/e/medium/031087944116840743_01.jpg
20.650,Hyundai,Kona 1.0 TGDI 48V Maxx,Gasolina,120,35,Lleida,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/13/f/medium/efdc94faa878d87e55d1d879a6f8e05e.jpg
20.900,Hyundai,Kona HEV 1.6 GDI DT,Híbrido,141,500,Lleida,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/22/a/medium/ee8214a1e1edf8ac9cd4d92e42e989de.jpeg
21.800,Hyundai,Kona HEV 1.6 GDI DT,Híbrido,141,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/5/medium/031087941316840737_01.jpg
29.900,Hyundai,Tucson 1.6 CRDI 48V Maxx,Diesel,136,20,Lleida,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/14/2/medium/7dda98d36c76dc74328caabd1f942078.jpeg
22.900,Hyundai,Tucson 1.6 TGDI Klass 4x2,Gasolina,150,25,Lugo,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/a/medium/c6e2e344c319cbf6aff42a6544776cee.jpg
30.800,Hyundai,Tucson 1.6 TGDI HEV Maxx,Híbrido,230,25,Zaragoza,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/11/a/medium/71675ab5cee790fdfb61c927fb670673.jpeg
16.700,Hyundai,Kona 1.0 TGDI Klass 4x2,Gasolina,120,25,Zaragoza,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/11/0/medium/2ece6652bd06ff1415a8368e6e22feef.JPE
29.900,Hyundai,Tucson 1.6 TGDI HEV Maxx,Híbrido,230,26,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/a/medium/2676ea1b88a06fee3f6828c9b0d0bb46.jpg
29.390,Hyundai,Tucson 1.6 TGDI HEV Maxx,Híbrido,230,2.006,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/d/medium/0312324120b2980641b6d331938070748d17836f20-6487460-a8f598e875d5749e3dde1b634992b7fc34ec90d6-vehicle-gallery-big.jpg
20.500,Infiniti,Nissan Juke 1.0 DIG-T Visia 4x2,Gasolina,114,3.000,Girona,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/07/a/medium/027016721772116598_1067884.jpg
31.900,Infiniti,Nissan Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,9.800,Girona,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/30/1/medium/2e5064a0d73cc2b608a5df5a42146a15.jpg
25.900,Infiniti,Nissan X-Trail 1.3 DIG-T Visia 4x2,Gasolina,160,10,Girona,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/28/5/medium/027379041570438074_1060897.jpg
15.500,Infiniti,Nissan Micra IG-T Acenta CVT 92,Gasolina,92,5.000,Girona,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/15/1/medium/027146243172116596_1077284.jpg
14.900,Infiniti,Nissan Micra IG-T N-Tec CVT 100,Gasolina,100,5.000,Girona,2020,https://imgs.coches.com/coches/fotos/usados/2021/05/07/4/medium/027016719971958500_1060702.jpg
15.900,Infiniti,Nissan Micra IG-T Acenta CVT 92,Gasolina,92,0,Girona,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/07/4/medium/027016721572116597_1067770.jpg
27.350,Infiniti,Nissan Evalia e-NV200 5 40kWh,Eléctrico,109,3.000,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/09/24/5/medium/029260694359ab2afa57c4905de296ae86756146ef_original.jpg
15.900,Infiniti,Nissan Micra IG-TTekna CVT 92,Gasolina,92,0,Girona,2021,https://imgs.coches.com/coches/fotos/usados/2021/06/03/5/medium/027490159572944839_1091472.jpg
48.900,Jaguar,E-Pace 2.0D I4 SE AWD Aut.,Diesel,204,3.416,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311536267346715-1641838452993.jpg
63.900,Jaguar,XF 2.0i4D R-Dynamic S,Diesel,204,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/6/medium/793f128e0c8277033c18c406360362bc.jpg
49.900,Jaguar,XE 2.0i4D MHEV R-Dyn,Diesel,204,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/f/medium/39a5c61c124f961a867d85e91af4465d.jpg
53.990,Jaguar,I-Pace S,Eléctrico,400,1,"Palmas, Las",2022,https://imgs.coches.com/coches/fotos/usados/2022/01/14/9/medium/f5e4247a64481a3b49d5d51458af4dd1.jpg
53.960,Jaguar,XF 2.0i4D S 204 AWD,Diesel,204,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/04/21/0/medium/e249d6964c5c5555ac9f217b5f339373.JPG
90.600,Jaguar,F-Type Coupé 2.0 I4,Gasolina,300,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/e/medium/9c93c9c5c36279b647680ed2e021bd18.jpg
51.318,Jaguar,F-Type Coupé 2.0 I4 Aut. 300,Gasolina,300,5.963,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/18/8/medium/031094761316808398_01.jpg
71.900,Jaguar,I-Pace HSE,Eléctrico,400,3.437,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/f/medium/ad35c7d1dfd82a0a7290ad7ea86af6ed.JPG
85.195,Jaguar,F-Pace 2.0 l4 PHEV Standard,Híbrido,404,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/30/b/medium/9a6fb5ef82c8f9aeda9512e2191a30dc.JPG
129.720,Jaguar,F-Pace 5.0 V8 SVR Aut. AWD,Gasolina,550,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/17/9/medium/3c0ec13f4087fbb3932a6de3f13bdb5b.JPG
48.000,Jaguar,E-Pace 2.0D I4 R-Dynamic,Diesel,163,9.060,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/11/b/medium/0304875115de5564b7-cc68-480d-bdeb-5d91806908e5_original.jpg
51.285,Jaguar,E-Pace 2.0D I4 S AWD Aut.,Diesel,180,6.000,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/13/0/medium/030080268562a9f0f1-4b37-4f82-95ac-8d7c239a3632_original.jpg
49.900,Jaguar,E-Pace 2.0D I4 R-Dynamic,Diesel,180,10,Salamanca,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/16/5/medium/f790a049e247d7cdeb4f5966b743e6fc.jpg
69.795,Jaguar,F-Pace 2.0 l4 PHEV Standard,Híbrido,404,0,Barcelona,2022,https://imgs.coches.com/coches/fotos/usados/2021/11/25/0/medium/030234385316425_01.JPG
53.900,Jaguar,E-Pace 2.0D I4 R-Dynamic,Diesel,163,0,Barcelona,2022,https://imgs.coches.com/coches/fotos/usados/2021/11/03/e/medium/029917400716510_01.JPG
45.900,Jaguar,E-Pace 2.0D I4 S AWD Aut.,Diesel,150,7.731,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/0311537901315367-foto1.jpg
45.900,Jaguar,E-Pace 2.0D I4 S AWD Aut.,Diesel,150,7.731,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311538821315367-foto1.jpg
41.990,Jaguar,XF 2.0i4D R-Sport Aut.,Diesel,180,5,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/3/medium/0311564263403531-1.png
54.760,Jaguar,F-Pace 2.0i4D R-Sport Aut.,Diesel,180,1.500,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311564881416591-1.png
84.700,Jaguar,I-Pace SE,Eléctrico,400,4,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/0/medium/03047162259664107b-303a-4b98-88ff-6a306718d6df_original.jpg
30.990,Jeep,Compass 1.3 Gse T4 Limited,Gasolina,150,2.862,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/10/9/medium/310728c27a914bf4fcddbc8e33ec03a9.jpg
32.000,Jeep,Renegade 1.3 PHEV Limited 4x4,Híbrido,190,35,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/10/b/medium/f8ec9750f10f6d8ea444a9635731325f.jpg
18.700,Jeep,Compass 1.3 Gse T4 Longitude,Gasolina,130,10.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/27/3/medium/a276695188a539709f2a653603b14dfb.jpg
63.990,Jeep,Wrangler Unlimited 2.0 4xe,Híbrido,380,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/9/medium/8cfb0ce77320a1137dd48febf205727b.jpg
64.990,Jeep,Wrangler Unlimited 2.0 4xe,Híbrido,380,30,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/3/medium/28f277caea5d02e7ebed6ac79a74749d.jpg
54.900,Jeep,Wrangler 2.0T GME Sahara,Gasolina,270,30,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/8/medium/8788c572c3ac33900ab5564ce1878e80.jpg
35.990,Jeep,Compass 1.3 PHEV Limited,Híbrido,190,5,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/31/f/medium/030808187151ce85f8-e5b0-47fc-97f7-71f09d9b3afa_original.jpg
35.990,Jeep,Compass 1.3 PHEV Limited,Híbrido,190,5,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/31/2/medium/0307988443f728d7bb-6709-433c-b259-33fbd93642c3_original.jpg
24.990,Jeep,Compass 1.6 Mjt Longitude,Diesel,130,1,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/4/medium/03055784091.jpg
26.990,Jeep,Compass 1.6 Mjt Longitude,Diesel,130,20,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/0/medium/0311563729159133-01.jpg
26.990,Jeep,Compass 1.6 Mjt Longitude,Diesel,130,20,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/0311563689159133-01.jpg
26.100,Jeep,Compass 1.6 Mjt Longitude,Diesel,130,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/23/d/medium/64a585e131922be4a18b4509545ef462.JPG
27.390,Jeep,Compass 1.6 Mjt Longitude,Diesel,130,10,Castellon,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/e/medium/0303315984017cb6c5-1ceb-db7d-eb85-9acbbf2eddab.jpg
43.990,Jeep,Compass 1.3 PHEV Trailhawk,Híbrido,240,1.000,"Rioja, La",2021,https://imgs.coches.com/coches/fotos/usados/2021/10/23/5/medium/0297229841imagen.jpeg
25.998,Jeep,Compass 1.6 Mjt Longitude,Diesel,130,0,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/20/e/medium/35f885cacf08d372760baba2b134a75c.jpg
27.390,Jeep,Compass 1.6 Mjt Longitude,Diesel,130,10,Castellon,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/19/4/medium/0296752233017b1702-7097-ff9e-c2dd-dc991f0b721f.jpg
25.998,Jeep,Compass 1.6 Mjt Limited FWD,Diesel,130,0,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/05/a/medium/975d71d70417c8a56b383fef0a3f424d.jpg
25.998,Jeep,Compass 1.6 Mjt Limited FWD,Diesel,130,0,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/03/9/medium/e7f7dc6d3b23671fc6e1107fd0773a69.jpg
24.200,Jeep,Compass 1.3 Gse T4 Longitude,Gasolina,130,1,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/04/a/medium/a9c7b22bcea44f3ddc158877160139b8.JPG
29.900,Jeep,Renegade 1.3 PHEV Limited 4x4,Híbrido,190,5,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311564899422550-1.png
36.900,Kia,Sorento 1.6 T-GDi HEV Drive,Híbrido,233,9.900,Palencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/8/medium/031087871716631682_01.jpg
36.900,Kia,Sorento 1.6 T-GDi HEV Drive,Híbrido,233,9.900,Valladolid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/6/medium/031087858316603227_01.jpg
27.990,Kia,Soul e- Emotion,Eléctrico,136,1.800,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/05/20/e/medium/25955541d7bb949ffb02fcd6cef99918.jpg
14.700,Kia,Stonic 1.0 T-GDi MHEV iMT,Gasolina,100,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/5/medium/031087874116631691_01.jpg
15.990,Kia,Ceed 1.0 T-GDI,Gasolina,100,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/4/medium/031087854716603215_01.jpg
14.300,Kia,Ceed 1.0 T-GDI,Gasolina,100,0,Palencia,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/12/4/medium/029553988314342478_01.jpg
14.300,Kia,Ceed 1.0 T-GDI,Gasolina,100,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/12/6/medium/030496206115920736_01.jpg
25.900,Kia,XCeed 1.6 T-GDi,Gasolina,204,72,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/22/6/medium/0292253543ad0e7c0b-92aa-4e20-951a-ce2d85775737_original.jpg
18.900,Kia,Ceed 1.4 T-GDI,Gasolina,140,7.400,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/7/medium/0311561065249762-CEED_AUTOMATICO.jpg
23.990,Kia,Niro E- Concept,Eléctrico,136,2.100,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/05/13/5/medium/08780e0a4d6b2a4e021691fe3e350e11.jpg
23.490,Kia,XCeed 1.4 T-GDi,Gasolina,140,5.200,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/05/10/d/medium/8ebd5dd0dce5da7ff9bcff764db4ca05.jpg
39.137,Kia,EV6 Long Range GT-Line,Eléctrico,325,1,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2021/12/13/0/medium/202e20e6bd217665229a060d2bfe39aa.jpg
23.950,Kia,Sportage 1.6 MHEV Concept,Diesel,136,9.430,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/23/5/medium/a08616910cbbc5d580c8fc5a4e045823.jpg
24.900,Kia,XCeed 1.6 PHEV eDrive Aut.,Híbrido,141,1,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/12/f/medium/09f2a37fc8d10dbdaf2bd690bc6c709f.jpg
25.500,Kia,Niro 1.6 PHEV Drive,Híbrido,141,1,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/12/8/medium/98943117f5c7ce1c4f0eb01b7514ebf2.jpg
24.899,Kia,Soul e- Drive Long Range,Eléctrico,204,3.782,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/1/medium/0311559407106014-1-5755-LSP_wm.jpg
16.090,Kia,Ceed 1.0 T-GDI,Gasolina,120,8.990,Granada,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/b/medium/03099632256913LRM1.jpg
24.690,Kia,Niro E- Drive Long Range,Eléctrico,204,1,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/0311562877498474-P1.jpg
24.950,Kia,Sportage 1.6 T-GDi MHEV,Gasolina,150,1.500,"Coruña, A",2022,https://imgs.coches.com/coches/fotos/usados/2022/01/20/0/medium/0311253549017e724f-2859-7837-a01d-817d7a13cc9d.jpg
25.990,Kia,Sportage 1.6 T-GDi,Gasolina,150,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/13/6/medium/b3c6e0d68919f237fd6d20b44a719cb5.jpg
499.900,Lamborghini,SVJ,Gasolina,770,5.000,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/26/b/medium/031231195260bafc08-21fe-4e9d-9d64-43d482718101_01.jpg
88.560,Land Rover,2.0D I4 MHEV,Diesel,204,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/17/7/medium/2c28f0b0dc59d32cc3c6c9cb16614cd6.jpg
78.990,Land Rover,3.0SDV6 HSE Aut.,Diesel,249,9.241,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/a/medium/0311536279347256-1641838405020.jpg
58.900,Land Rover,2.0D I4 MHEV HSE,Diesel,205,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/8/medium/b4f760b7db3e238caa4f00ae648a7b57.jpg
38.000,Land Rover,2.0D I4 S FWD 163,Diesel,163,1.125,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/0/medium/031097288515077872_01.jpg
33.995,Land Rover,2.0D S FWD 150,Diesel,150,8.900,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2022/01/20/f/medium/0311395799b8249c646a3aea3c2ddbf7f94cdf2101_original.jpg
65.900,Land Rover,2.0D S 4WD Aut. 180,Diesel,180,10,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/3/medium/0311537823312527-foto1.jpg
90.290,Land Rover,90 3.0D l6 MHEV SE,Diesel,250,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/19/1/medium/ac69e51a9d2ea443976aa64f17f35a38.JPG
